timestamp,price_raw,implied_prob,volume,open_interest
2025-09-21 04:00:00+00:00,58.0,0.58,611,204237
2025-09-22 04:00:00+00:00,54.0,0.54,7044,204133
2025-09-23 04:00:00+00:00,46.0,0.46,57857,247747
2025-09-24 04:00:00+00:00,50.0,0.5,18769,249368
2025-09-25 04:00:00+00:00,49.0,0.49,18132,262822
2025-09-26 04:00:00+00:00,42.0,0.42,64731,318743
2025-09-27 04:00:00+00:00,43.0,0.43,7509,322273
2025-09-28 04:00:00+00:00,42.0,0.42,6036,323442
2025-09-29 04:00:00+00:00,50.0,0.5,53840,283872
2025-09-30 04:00:00+00:00,53.0,0.53,13656,287303
2025-10-01 04:00:00+00:00,53.0,0.53,28083,287357
2025-10-02 04:00:00+00:00,66.0,0.66,18579,290617
2025-10-03 04:00:00+00:00,68.0,0.68,28356,301008
2025-10-04 04:00:00+00:00,72.0,0.72,51209,311232
2025-10-05 04:00:00+00:00,79.0,0.79,51239,307329
2025-10-06 04:00:00+00:00,83.0,0.83,178930,372393
2025-10-07 04:00:00+00:00,83.0,0.83,164821,471376
2025-10-08 04:00:00+00:00,75.0,0.75,140905,528781
2025-10-09 04:00:00+00:00,77.0,0.77,54082,544774
2025-10-10 04:00:00+00:00,78.0,0.78,90665,609081
2025-10-11 04:00:00+00:00,58.0,0.58,176988,646839
2025-10-12 04:00:00+00:00,57.0,0.57,59118,669944
2025-10-13 04:00:00+00:00,63.0,0.63,75097,702626
2025-10-14 04:00:00+00:00,54.0,0.54,70897,711148
2025-10-15 04:00:00+00:00,53.0,0.53,86242,707243
2025-10-16 04:00:00+00:00,53.0,0.53,83958,708988
2025-10-17 04:00:00+00:00,47.0,0.47,92290,738768
2025-10-18 04:00:00+00:00,40.0,0.4,103949,788126
2025-10-19 04:00:00+00:00,46.0,0.46,75607,801795
2025-10-20 04:00:00+00:00,51.0,0.51,71745,817660
2025-10-21 04:00:00+00:00,44.0,0.44,36182,838008
2025-10-22 04:00:00+00:00,41.0,0.41,96557,887495
2025-10-23 04:00:00+00:00,42.0,0.42,64608,913068
2025-10-24 04:00:00+00:00,43.0,0.43,60019,958569
2025-10-25 04:00:00+00:00,44.0,0.44,23342,971098
2025-10-26 04:00:00+00:00,45.0,0.45,24643,975275
2025-10-27 04:00:00+00:00,55.0,0.55,97441,1019282
2025-10-28 04:00:00+00:00,49.0,0.49,84138,1034076
2025-10-29 04:00:00+00:00,44.0,0.44,56858,1061576
2025-10-30 04:00:00+00:00,40.0,0.4,41969,1067390
2025-10-31 04:00:00+00:00,41.0,0.41,81914,1083028
2025-11-01 04:00:00+00:00,40.0,0.4,29903,1103135
2025-11-02 04:00:00+00:00,38.0,0.38,20806,1112696
2025-11-03 04:00:00+00:00,,,0,1116060
2025-11-04 05:00:00+00:00,28.0,0.28,153142,1162158
2025-11-05 05:00:00+00:00,24.0,0.24,199780,1166436
2025-11-06 05:00:00+00:00,28.0,0.28,99951,1213183
2025-11-07 05:00:00+00:00,21.0,0.21,78351,1245517
2025-11-08 05:00:00+00:00,22.0,0.22,143993,1288688
2025-11-09 05:00:00+00:00,20.0,0.2,35548,1304717
2025-11-10 05:00:00+00:00,29.0,0.29,95179,1347677
2025-11-11 05:00:00+00:00,24.0,0.24,90669,1376446
2025-11-12 05:00:00+00:00,21.0,0.21,76341,1405711
2025-11-13 05:00:00+00:00,17.0,0.17,62451,1433388
2025-11-14 05:00:00+00:00,16.0,0.16,168614,1474513
2025-11-15 05:00:00+00:00,12.0,0.12,234731,1543424
2025-11-16 05:00:00+00:00,10.0,0.1,135474,1549395
2025-11-17 05:00:00+00:00,9.0,0.09,170802,1618940
2025-11-18 05:00:00+00:00,8.0,0.08,280508,1674001
2025-11-19 05:00:00+00:00,10.0,0.1,172291,1747392
2025-11-20 05:00:00+00:00,10.0,0.1,195121,1834968
2025-11-21 05:00:00+00:00,8.0,0.08,237873,1907595
2025-11-22 05:00:00+00:00,8.0,0.08,103201,1933392
2025-11-23 05:00:00+00:00,8.0,0.08,117725,1985855
2025-11-24 05:00:00+00:00,7.0,0.07,126927,2018068
2025-11-25 05:00:00+00:00,6.0,0.06,82290,2034845
2025-11-26 05:00:00+00:00,7.0,0.07,65351,2062707
2025-11-27 05:00:00+00:00,7.0,0.07,119766,2124681
2025-11-28 05:00:00+00:00,8.0,0.08,91459,2175706
2025-11-29 05:00:00+00:00,8.0,0.08,91409,2219936
2025-11-30 05:00:00+00:00,8.0,0.08,45802,2222608
2025-12-01 05:00:00+00:00,6.0,0.06,127453,2234799
2025-12-02 05:00:00+00:00,5.0,0.05,240867,2249023
2025-12-03 05:00:00+00:00,6.0,0.06,227904,2312912
2025-12-04 05:00:00+00:00,6.0,0.06,207586,2403541
2025-12-05 05:00:00+00:00,6.0,0.06,171542,2497598
2025-12-06 05:00:00+00:00,4.0,0.04,111902,2534387
2025-12-07 05:00:00+00:00,4.0,0.04,44081,2557622
2025-12-08 05:00:00+00:00,4.0,0.04,139822,2596472
2025-12-09 05:00:00+00:00,4.0,0.04,204552,2706213
2025-12-10 05:00:00+00:00,5.0,0.05,162137,2812662
2025-12-11 05:00:00+00:00,3.0,0.03,233327,2936469
